lliϊB,,,,o-ku-na-wo,,,,,,ΟκύναFος/ ΟκυνάFων,,,,,,,,Okynavos/ Okynafon,,,,,personal name,
ιrrm,,,,o-mo-pι,,,,,,όρμοφι (όρμος),,,,,,,,ormophi (ormos),,,,,with chains,
uϊ+r,,,,o-na-te-re,,,,,,ονάτερες,,,,,,,,onateres,,,,,lessees (see next),
[Jy[,,,,o-na-ta/ o-na-to,,,,,,όνατα/όνατον (ωνέομαι),,,,,,,,onata/onaton (oneomai),,,,,"lease
(ωνέομαι= to buy)",
LrYffiΊ1r11,,,,o-ni-ti-a-pi,,,,,,ορνίθιαφι (όρνις/όρνιθα),,,,,,,,ornithiaphi (ornis/ornitha),,,,,(with) birds,
LJ s,,,,ο-ηο,,,,,,όνος,,,,,,,,onos,,,,,ass,
LJ s,,,,ο-ηο,,,,,,ώνοι,,,,,,,,οηοι,,,,,(ώνια= payment),
rn,,,,o-nu-ka/ o-nu-ke,,,,,,όνυξ/όνυχες,,,,,,,,onyx/onyhes,,,,,"(anything like a) claw, nail",
[Jf,,,,o-pa,,,,,,όλπα (>όπλα;),,,,,,,,olpa (>opla?),,,,,term related with the delivery of things,
DFBC,,,,o-pa-wo-ta,,,,,,(ο-pa)φορτα,,,,,,,,(o-pa)forta,,,,,things being brought,
LD+,,,,o-pe-ro,,,,,,όφελος (>οφεtλή),,,,,,,,ophelos (>ophele),,,,,"debt, liability",
LD+Y,,,,o-pe-ro-sa/ o-pe-ro-ta/ o-pe-ro-te,,,,,,οφέλονσα/ οφέλοντας/ οφέλοντες,,,,,,,,ophelonsa/ ophelolontas/ ophelontes,,,,,she/he/they who owe,
LD+\,,,,o-pe-ro-sι,,,,,,οφέλονσι (>οφεiλουσι),,,,,,,,ophelonsi (>opheilousi),,,,,they owe,
LDC,,,,o-pe-ta,,,,,,Οφέλτας,,,,,,,,Opheltas,,,,,name,
U!1,,,,o-pi/ e-pι,,,,,,οπi/επί,,,,,,,,opi/epi,,,,,over/on top/in charge of,
rnrτ,,,,o-p1-a2-ra,,,,,,οπίhαλα,,,,,,,,opihala,,,,,"places by the sea, coastline (>άλιος= of the sea)",
U!\x r r,,,,o-pi-de-so-mo,,,,,,οπίδεσμοι,,,,,,,,opidesmoi,,,,,binding straps (see also 'de-so-mo'),
U!\ΨDl,,,,"o-p. . .    1
1+Ja-p",,,,,,οπιίαφι,,,,,,,,opiiaphi,,,,,parts of the reins,
crtffiDAZ,,,,o-pi-ka-pe-e- we,,,,,,οπισκαφέεFες,,,,,,,,opiskapheeves,,,,,"overseers of digging operations (σκάμμα= trench, pit)",
U!\mfVYD,,,,"o-pi-ke-re-mi- ni-ja/
o-pi-ke-re-mi- Ja-pι",,,,,,οπικελέμνια/ οπικελέμνιαφι,,,,,,,,opikelemnia/ opikelemniaphi,,,,,part of decoration (of chairs),
U!\ffirxr,,,,"o-pi-ke-wi-re-
Je-u",,,,,,,,,,,,,,,,,,,"(of tripods)
a fashion-style",
U!\VYΊ,,,,"o-p1-n-m    . .
1-n1-Jo",,,,,,Οπιλίμνιος/ Οπλίμνιος,,,,,,,,Opilimnios/ Oplimnios,,,,,personal name,
crre,,,,o-pi-su-ko,,,,,,οπισυγός,,,,,,,,opιsygos,,,,,'fig- overseer',
,,,,,,,,,,,,,,,,,,,,,,,(see also 'suza'),
cm++r,,,,o-pi-te-te-re,,,,,,οπιθετήρες,,,,,,,,opitheteres,,,,,chocks,
cmrrffi,,,,"o-pi-te(-u)-ke- e-u/
o-pi-te-u-ke-e- we/
o-pi-te-u-ke- we",,,,,,οπιτε(υ)χεεύς,,,,,,,,opite(u)heeus,,,,,overseer of weapons (=τεύχεα),
ιh-Υ-,,,,o-po-qo,,,,,,οπώπω (δυικ.) (όπωποι),,,,,,,,opopo (dual) (opopoi),,,,,blinders,
ιh+,,,,o-po-ro,,,,,,ώφλον (>οφεiλω),,,,,,,,ophlon (>opheilo),,,,,"they owed
(see also 'o-pe-ro- si')",
ufM BB,,,,o-re-e-wo wo- wo,,,,,,(o-re-e-wo) FόρFος,,,,,,,,(o-re-e-wo) vorvos,,,,,"place name
(see also 'vorvos')",
[Jfψ,,,,o-re-1,,,,,,όρει (όρος),,,,,,,,orei (oros),,,,,mountain,
urΞ)rΊmrr,,,,o-re-mo-a-ke- re-u,,,,,,(o-re-mo)  αγρεύς,,,,,,,,(o-re-mo)  agreus,,,,,place name (see also 'agros'),
[Jf[,,,,o-re-ta,,,,,,Ορέστας,,,,,,,,Orestas,,,,,personal name,
CJ+j s,,,,o-ro-me-no,,,,,,ορόμενος (ορώ),,,,,,,,oromenos (oro),,,,,watching over,
u1ΜΙ,,,,o-ru-ma-to,,,,,,Ορύμανθος,,,,,,,,Orymanthos,,,,,place name,
ΟΟϊΕ,,,,o-ti-na-wo,,,,,,ΟρτίναFος/ ΟρτινάFων,,,,,,,,Ortinavos/ Ortinavon,,,,,personal name,
D=I=,,,,o-te,,,,,,ότε (>όταν),,,,,,,,ote (>otan),,,,,when,
uI\,,,,"o-u-di-do-si/
o-u-di-do-to",,,,,,ου δίδονσι/ ου δίδονται,,,,,,,,ou didonsi/ ou didontoi,,,,,they don't giνe/ they are not given,
,,,,,,,,,,,,,,,,,,,,,,,(see also 'di-do- si'),
[j,,,,"o-u-/
o-u-ki-",,,,,,ου/ουχί (>όχι),,,,,,,,ou/ouhi (>ohi),,,,,not,
[j§,,,,o-u-qe,,,,,,ουκέ (>ούτε),,,,,,,,ouke (>oute),,,,,neither,
u=l=V,,,,(o-u-)te-mi,,,,,,(ου) τέρμις,,,,,,,,(ου) termis,,,,,without edges? (see '*te-mi '),
uB,,,,o-u-wo-ze,,,,,,ου Fόρζει,,,,,,,,ou vorzeι,,,,,not working (see also  'wo-ze'),
D xΌf,,,,o-wi-de-ta-i,,,,,,οFιδέται (οFιδέτας),,,,,,,,ovidetai (ovidetas),,,,,religious title ('sheep- flayers?'),
D ίΥΊ,,,,o-wi-to-ni-jo,,,,,,ΟFιτόνιοι,,,,,,,,Ovitonioi,,,,,ethnic name of 'Ovitnos',
Μί1,,,,o-wi-to-no,,,,,,ΌFιτνος,,,,,,,,Ovitnos,,,,,place name,
ΜΖ,,,,o-wo-we,,,,,,οFώFεις (οFός> ους),,,,,,,,ovofeis (ovos> ous),,,,,"with  'ears,' handles",
,,,,,,,,,,,,,,,,,,,,,,,,
+ ΧΙ,,,,pa-da-je-u/ pa-da-je-we/ pa-da-je-wo,,,,,,Πανδαγεύς,,,,,,,,Pandageus,,,,,personal name,
+ τ,,,,pa-di-jo,,,,,,Πανδίων,,,,,,,,Pandion,,,,,personal name,
+ΨΠΟ,,,,pa-i-ti-ja/ pa-i-ti-jo,,,,,,Φαίστια/ Φαίστιος,,,,,,,,Phaistia/ Phaistios,,,,,ethnic name of 'Phaistos',
+Ψί,,,,pa-i-to,,,,,,Φαιστός,,,,,,,,Phaistos,,,,,place name,
+DΒΨ,,,,pa-Ja-wo-ne,,,,,,ΠαιαFόνει (ΠαιάFων),,,,,,,,Paiawonei (Paiawon),,,,,god's name (>related to Apollo?),
+Εθϊ,,,,pa-ka-na,,,,,,φάσγανα,,,,,,,,phasgana,,,,,"small swords, knives",
+m+r,,,,pa-ke-te-re,,,,,,πακτήρες,,,,,,,,pakteires,,,,,pegs,
+vrn,,,,"pa-ki-ja-na/
pa-ki-ja-na-de/ pa-ki-ja-ne/
pa-ki-ja-pi/ pa-ki-ja-si",,,,,,Φασγιαναi/ Σφαγιαναί,,,,,,,,Phasgianai/ Sphagianai,,,,,place name (religious center near Pylos),
+VDYo,,,,pa-ki-ja-ni-ja/ pa-ki-ja-ni-jo/ pa-ki-ja-ni-jo-i/ pa-ki-ja-ni-jo- JO,,,,,,Φασγιανία(ι)/ Σφαγιανία( ι)/ Φασγιανίοι/ Σφαγιανίοι,,,,,,,,Phasgiania(i)/ Sphagiania(i)/ Phasgianioi/ Sphagianioi,,,,,ethnic name of 'Phasgianai/ Sphagianai',
+CΨ\U,,,,pa-ko-si-jo(-jo),,,,,,Σφακοσίοιο (Σφακόσιος),,,,,,,,Sphakosioio (Sphakosios),,,,,personal name,
+crz,,,,pa-ko-we,,,,,,σφακόFεν,,,,,,,,sfakofen,,,,,made with siege (plant),
+ω,,,,pa-ku-ro2,,,,,,Παγχυλίων,,,,,,,,Panhylion,,,,,personal name,
+ΜCΨ,,,,pa-ma-ko,,,,,,φάρμακον;,,,,,,,,pharmakon?,,,,,medicine,
+bΊ,,,,pa-ra-Jo,,,,,,Παραίος,,,,,,,,Paraios,,,,,personal name,
+bΊ,,,,pa-ra-Jo,,,,,,παλαιός,,,,,,,,palaios,,,,,old,
+b,,,,"pa-ra-ku/
pa-ra-ku-ja/
*56-ra-ku-ja",,,,,,>βαρακίς,,,,,,,,> varakis,,,,,dye- substance,
++,,,,pa-ro,,,,,,παρό (>παρά),,,,,,,,paro (>para),,,,,"to whom, 'chez'",
+Υ,,,,pa-sa,,,,,,πάνσαν (πάνσα),,,,,,,,pansan (pansa),,,,,all (fem.),
,,,,,,,,,,,,,,,,,,,,,,,,
+Yi,,,,pa-sa-lo,,,,,,ψάλον (>ψάλλιον),,,,,,,,psalon (>psallion),,,,,"chain, part of the bridle",
f \,,,,pa-sι,,,,,,πάνσι,,,,,,,,Pansi,,,,,all (neut.),
f \,,,,pa-sι,,,,,,φασί(ν) (φαμi/φημί),,,,,,,,phasi(n) (phami/phemi),,,,,they say,
+\=ΙυΨ,,,,pa-si-te-o-i,,,,,,πάνσι θεοίς,,,,,,,,pansi theois,,,,,to all gods,
+c,,,,pa-ta,,,,,,Πάτας,,,,,,,,Patas,,,,,personal name,
+rn,,,,"pa-ta-ja/
pa-ta-jo(-i)",,,,,,παλταιά (>παλτόν),,,,,,,,paltaia (>palton),,,,,arrow,
++,,,,pa-te,,,,,,πάντες (πας),,,,,,,,pantes (pas),,,,,all (masq.),
++,,,,pa-te,,,,,,πάτερ,,,,,,,,pater,,,,,father,
++rr,,,,pa-te-ko-to,,,,,,παντέκτων,,,,,,,,pantekton,,,,,'all-builder',
+z-r,,,,pa-we-a/ pa-we-o/ pa-we-pi/ pa-we-si/ pa-wo,,,,,,φάρFεα,,,,,,,,pharvea,,,,,textiles,
+Bffi,,,,pa-wo-ke/ pa-wo-ko,,,,,,πάρFοργες;,,,,,,,,parvorges?,,,,,ancillaries,
D,,,,pe-da,,,,,,πεδά,,,,,,,,peda,,,,,towards/after,
DXZY',,,,pe-de-we-sa,,,,,,πέδFεσσα,,,,,,,,pedvessa,,,,,having legs,
Ίb,,,,"pe-di-ra/
pe-di-ro(-i)",,,,,,πέδιλα,,,,,,,,pedila,,,,,sandals,
DΨ,,,,pe-1,,,,,,σφεις,,,,,,,,sfeis,,,,,them,
Dfl,,,,pe-ko-to,,,,,,πέκοτον;,,,,,,,,pekoton?,,,,,kind of textile,
DM,,,,pe-ma/ pe-mo,,,,,,σπέρμα/ σπέρμον,,,,,,,,sperma/ spermon,,,,,graιn,
DΨZC,,,,pe-ne-we-ta,,,,,,πνέFεντα;,,,,,,,,pnewenta?,,,,,type of cloth,
Dffi=l=i1Ί,,,,pe-pi-te-me- ΠΟ-JΟ,,,,,,Πεπιθμένοιο (Πεπιθμένος),,,,,,,,Pepithmenoio (Pepithmenos),,,,,personal name,
Dl'i,,,,pe-qa-to,,,,,,πέκFατοι (*πέδFατοι;),,,,,,,,pekvatoi (*pedvatoi?),,,,,part of a chariot (foot boards?),
Ί11Ψο,,,,"pe-ra-a-ko-ra-i- ja/
pe-ra-a-ko-ra-i- jo/
pe-ra3-ko-ra-i-
Ja",,,,,,Περαίαι-χωραίαι (= 'πέρα- χώρα'),,,,,,,,Peraiai-horaiai (= 'further provinces'),,,,,"place name (see opp.
'devroaihoraiai')",
Df,,,,pe-re,,,,,,φέρει(ν),,,,,,,,pherei(n),,,,,to bring,
Dfmi,,,,pe-re-ke-u/ pe-re-ke-we,,,,,,πελεκεύς,,,,,,,,pelekeus,,,,,hewer (πέλεκυς= axe),
Drτc,,,,pe-re-qo-ta/ pe-re-qo-ta-o/ qe-re-qo-ta-o,,,,,,Πρεσπότας,,,,,,,,Prespotas,,,,,personal name,
Dfi+ϊx,,,,pe-re-u-ro-na- de,,,,,,Πλευρώνανδε (Πλευρών),,,,,,,,Pleuronande (Pleuron),,,,,place name,
Dfi+YΊ,,,,"pe-re-u-ro-nι-
JO",,,,,,Πλευρώνιος,,,,,,,,Pleuronios,,,,,ethnic name of 'Pleuron',
Dl*s2,,,,pe-re-sa2,,,,,,Πρέσφα,,,,,,,,Presfa,,,,,goddess' s name,
Df *s2{,,,,pe-re-sa 2-Jo,,,,,,Πρέσφαιον,,,,,,,,Presfaion,,,,,sanctuary dedicated to 'Presfa',
,,,,pe-n-,,,,,,περι-,,,,,,,,pen-,,,,,about/of,
ίχ,,,,pe-ri-me-de,,,,,,Περιμήδης,,,,,,,,Perimedes,,,,,personal name,
[,,,,pe-ri-ta,,,,,,Πελίτας,,,,,,,,Pelitas,,,,,personal name,
=Ι=ί,,,,pe-ri-te-u,,,,,,Περιτεύς,,,,,,,,Periteus,,,,,personal name,
ίΒ,,,,pe-ri-to-wo,,,,,,ΠερίθοFος,,,,,,,,Perithovos,,,,,personal name,
D1 Fιl,,,,"pe-ru-si-nu-wa/ pe-ru-sι-nu- wo/
pe-ru-si-nwa/ pe-ru-sι-nwa-o",,,,,,περυσινFά/ περυσινυFό (>περυσινά/ περυσινό),,,,,,,,perysinwa/ perysιnwo (>perysina/ perysino),,,,,of last year,
[f+,,,,pe-se-ro,,,,,,Ψελλός,,,,,,,,Psellos,,,,,personal name,
DC+,,,,pe-ta-ro,,,,,,Πέταλος,,,,,,,,Petalos,,,,,personal name,
D=l=fm,,,,pe-te-re-wa/ pte-re-wa,,,,,,πτελεFάς (>πτελέα),,,,,,,,ptelewas (>ptelea),,,,,(made of) elm wood,
Dί1,,,,"pe-to-no
pe-to-no-de",,,,,,Πετονός/Πέτνος,,,,,,,,Petonos/Petnos,,,,,place name,
DίΥΊ,,,,pe-to-ni-jo,,,,,,Πετόνιος/Πέτνιος,,,,,,,,Petonios/ Petnios,,,,,ethnic name of Petonos/Petnos,
m,,,,-pl,,,,,,-φι,,,,,,,,-phi,,,,,instrumental/ ablative case,
r11T'2,,,,"pi-a2-ra/
p. .     3
1-Je-ra",,,,,,φιhάλα(ι)/ φιελαία(ι) (>φιάλη),,,,,,,,phihala(i)/ phiailaia(i) (>phiale),,,,,kind of pot,
mmrr,,,,pi-ke-re-u/ pi-ke-re-we/ pi-ke-re-wo,,,,,,Πικερεύς,,,,,,,,Pikereu s,,,,,personal name,
rDm,,,,p1-p1,,,,,,Πίπης,,,,,,,,Pipis,,,,,personal name,
mrn,,,,". .
pι-n-Ja-o",,,,,,φλιαίων (φλιαί),,,,,,,,phliaion (phliai),,,,,doorposts,
ffiX\;:I=,,,,"pi-ri-je-te/
pi-ri-je-te-re/ pi-ri-e-te-si",,,,,,πριέτερ/ πριέτερες/ πριέτεσι,,,,,,,,prieter/ prieteres/ prietesi,,,,,ivory worker (πρίω= to saw),
rn+zr,,,,pi-ro-we-ko,,,,,,ΦιλόFεργος,,,,,,,,Philovergos,,,,,personal name,
m*82,,,,p1-sa2,,,,,,Πίσφα/Πίσσια,,,,,,,,Pispha/Pissia,,,,,place name,
ffiYfιl[,,,,pi-sa-wa-ta,,,,,,ΠισFάτας,,,,,,,,Piswatas,,,,,personal name,
rrtffiί,,,,pi-ta-ke-u,,,,,,Πιτακεύς,,,,,,,,Pitakeus,,,,,personal name,
r!WWZY',,,,pi-ti-ro2-we-sa,,,,,,πτιλιόFεσσα (>πτίλον),,,,,,,,ptiliovessa (>ptilon),,,,,furnished with feathers? (πτίλον= feather),
,,,,po-da-ko,,,,,,Πόδαργος,,,,,,,,Podargos,,,,,personal/ animal name,
χ,,,,po-de/ po-pι,,,,,,ποδεί/πόφι (>πους),,,,,,,,podei/pophi (>pous),,,,,with legs,
ν m,,,,po-ki-ro-nu-ka,,,,,,ποικιλώνυχα,,,,,,,,"poikilonyha (poikilos= various
+onyhas= nail)",,,,,kind of decoration (compare with 'leukonyha'),
ί,,,,"po-me/
po-me-no/ po-me-ne",,,,,,ποιμήν/ ποιμένος/ ποιμένει,,,,,,,,poimen/ poimenos/ p01mene 1,,,,,shepherd,
Ym,,,,po-ni-ke,,,,,,φοινίκει,,,,,,,,phoinikei,,,,,decorated with a griffin or palm trees,
YmD,,,,po-ni-ke-(j)a/ po-ni-ki-ja/,,,,,,φοινίκια/ φοινίκιος,,,,,,,,phoinikia/ phoinikios,,,,,cnmson,
,,,,po-ni-ki-jo,,,,,,,,,,,,,,,,,,,,
rl\fD,,,,po-pu-re-Ja,,,,,,πορφυρεία,,,,,,,,porphyreia,,,,,purple (fem.),
rl\dJ,,,,po-pu-ro2,,,,,,Πορφυρίων,,,,,,,,Porfyrion,,,,,personal name,
§,,,,po-qe-wι-a,,,,,,φορεFιαί (>φορβειαί),,,,,,,,phoreviai (>phorveiai),,,,,halters,
fy,,,,po-re-na,,,,,,φορήναι (>φέρομαι;),,,,,,,,phorenai (>feromai?),,,,,attendees in sacrificial ceremonιes (φέρομαι=  to be brought),
Ε,,,,po-n-wo,,,,,,ΠόλιFος,,,,,,,,Polivos,,,,,personal name,
+,,,,po-ro,,,,,,πώλος,,,,,,,,polos,,,,,young horse,
+,,,,po-ro,,,,,,πώρος,,,,,,,,Poros,,,,,porous stone (kind of marble),
+,,,,po-ro-,,,,,,προ-,,,,,,,,pro-,,,,,before/pro-,
+Π\Μ=Ι=,,,,po-ro-du-ma-te,,,,,,προδύματες,,,,,,,,prodymates,,,,,family groups? (see also 'dymates'),
+Hm,,,,po-ro-e-ke,,,,,,προεχής,,,,,,,,proeheis,,,,,(table) fitting against the wall,
+crr+r,,,,po-ro-ko-re-te- re,,,,,,προκορέτερες,,,,,,,,prokoreteres,,,,,official title/ 'vice- mayors' (see also 'koreter'),
++i,,,,po-ro-te-u,,,,,,Πρωτεύς,,,,,,,,Proteus,,,,,personal name,
+i=l=i,,,,po-ro-u-te-u/ po-ro-u-te-we/ po-ro-u-te-wo,,,,,,Πλουτεύς,,,,,,,,Plouteus,,,,,personal name,
+ίΊ,,,,po-ro-wi-to(- jo),,,,,,ΠλωFιστοίο (ΠλώFιστος),,,,,,,,Plovistoio (Plovistos),,,,,month name,
1ffii,,,,po-ru-ka-to,,,,,,Πολύκαστος,,,,,,,,Polykastos,,,,,personal name,
χ,,,,po-ru-po-de,,,,,,πολυπόδει (πολύπους),,,,,,,,polypodei (polypous),,,,,(decorated with an) octopus,
lTC,,,,po-ru-qo-ta,,,,,,Πολυβότας,,,,,,,,Polyvotas,,,,,personal name,
ϊ u,,,,"po-se-da-o/
po-se-da-o-ne/ po-se-da-o-ni",,,,,,Ποσειδάων/ Ποσειδαόνει,,,,,,,,Poseidaon/ Poseidaonei,,,,,god's  name (>Poseidon),
\,,,,po-sι,,,,,,Ποσί,,,,,,,,posι,,,,,up/on,
\ m,,,,po-si-da-e-ja,,,,,,Ποσιδάεια,,,,,,,,Posidaeia,,,,,goddess' s name,
\ ΑΖ,,,,po-si-da-e-we,,,,,,ΠοσιδάεFες,,,,,,,,Posidaeves,,,,,cult association related to 'Poseidaon',
\,,,,"po-si-da-i-je-u/
po-si-da-i-je-u-
Sl",,,,,,Ποσιδαϊγεύς,,,,,,,,Posida'igeus,,,,,priest of 'Poseidaon',
\ ΨΊ,,,,po-si-da-i-jo/ po-si-da-i-jo- de,,,,,,Ποσιδαίον,,,,,,,,Posidaion,,,,,place dedicated to 'Poseidaon',
\m=Ι=r,,,,po-si-ke-te- re,,,,,,ποσικέτερες (>οικέτης;),,,,,,,,posiketeres (>oiketes?),,,,,dweller/house servant ('immigrants?'),
rDfΨ,,,,po-so-pe- re-1,,,,,,Ψώφρει (Ψώφρης),,,,,,,,Psophrei (Psophres),,,,,personal name,
,,,,po-so-ra-ko,,,,,,Ψώρακος,,,,,,,,Psorakos,,,,,personal name,
rro,,,,po-so-re-Ja,,,,,,Ψωρεία,,,,,,,,Psoreia,,,,,personal name (fem.),
",b",,,,,,,,,,,,,,,,,,,,,,,,
r+,,,,po-so-ro,,,,,,Ψώρος,,,,,,,,Psoros,,,,,personal name,
ffiYD,,,,po-ti-ni-ja,,,,,,Πότνια,,,,,,,,potnia,,,,,goddess/ 'beloved one',
ffiYDaJ,,,,"po-ti-ni-ja-we- ja/
po-ti-ni-ja-
we-(i-)jo/wi-jo",,,,,,ποτνιάFεια/ ποτνιάFειος,,,,,,,,potniaveia/ potniaveios,,,,,person related/ dedicated to 'potnia',
ffi111,,,,po-ti-pi,,,,,,Πόρτιφι (πόρτις),,,,,,,,portiphi (portis),,,,,(decorated  with a) young cow,
ffi+,,,,po-ti-ro,,,,,,ποντiλοι,,,,,,,,pontiloi,,,,,sailors,
rl\EΘCo,,,,pu-ka-ta-ri-ja,,,,,,,,,,,,,,,,,,,type of cloth,
rl\m +,,,,pu-ke-se-ro,,,,,,Πυγέσερος/ Πύξελος,,,,,,,,Pygeseros/ Pyxelos,,,,,personal name,
r\\Π,,,,pu-ko-so,,,,,,Πύξος,,,,,,,,pyxos,,,,,box- wood,
r\\br,,,,pu-ra-so,,,,,,Πύρασος,,,,,,,,Pyrasos,,,,,personal name,
rl\b[,,,,pu-ra-ta/ pu-ra-ta-o,,,,,,Πυράτας,,,,,,,,Pyratas,,,,,personal name,
rl\bi+,,,,pu-ra-u-to-ro,,,,,,πύραυθρον,,,,,,,,pyrauthron,,,,,"cooking vessel (>πύραστρον, πυράγρα= forceps)",
rl\+,,,,pu-ro,,,,,,Πύλος,,,,,,,,Pylos,,,,,place name,
Ψm,,,,pu2-ke,,,,,,Φύγης,,,,,,,,Phyges,,,,,personal name,
Ψml,,,,pu 2-ke-qi-ri,,,,,,Φυγεκλής;,,,,,,,,Phygekles?,,,,,personal name,
ΨΠΊmfi,,,,"pu2-ra2-a-ke- re-u/
pu2-ra2-a-ki-",,,,,,Φυλίας Αγρεύς,,,,,,,,Phylias Agreus,,,,,place name (φυλία= wild olive),
,,,,". .
fl-JO",,,,,,,,,,,,,,,,,,,,
Ψαι,,,,pu 2-si-ja-ko,,,,,,Φυσίαρχος,,,,,,,,Physiarhos,,,,,personal name,
Ψ=Ι=,,,,pu2-te/ pu-te/ pu2-te-re,,,,,,Φύτερ,,,,,,,,phyter,,,,,planter,
Ψ=Ι=ο,,,,pu2-te-ri-ja,,,,,,Φυτέρια,,,,,,,,phyteria,,,,,"planted, cultivated (related to 'ktoina'=  plots)",
MWs,,,,pte-no,,,,,,φτενοί,,,,,,,,phtenoi,,,,,parts of a chariot (φτενός=    'thin'),
,,,,,,,,,,,,,,,,,,,,,,,,
[',,,,qa-da-so,,,,,,Κάδασος,,,,,,,,Kadasos,,,,,personal name,
ΙΊ FιFr,,,,qa-nu-wa-so,,,,,,ΚαρνύFασος,,,,,,,,Karnyvasos,,,,,personal name,
['b,,,,qa-ra,,,,,,Κ/'άρα,,,,,,,,Kwara,,,,,place name,
l'bΨr,,,,qa-ra-1-so,,,,,,Κrάραισος,,,,,,,,Kwaraisos,,,,,personal name,
['bi+,,,,qa-ra-to-ro,,,,,,κrάλαθρον (>σπάλαθρον?),,,,,,,,kwalathron (>spalathron?),,,,,rake,
'?'\f ί,,,,qa-sι-re-u,,,,,,κ/'ασιλεύς (>βασιλεύς),,,,,,,,kwasileus (>vasileus),,,,,title/occupation (latter the king),
'?'\f,,,,". .
qa-s1-re-w1-Ja",,,,,,κ/'ασιλέFια,,,,,,,,kwasilevia,,,,,of the 'kvasileus' (fem.),
§-,,,,-qe,,,,,,"κFε
(>γε, τε> και)",,,,,,,,"qwe
(> yai, tai> kai)",,,,,and,
§ UΛUsjy,,,,"qe-φ-no-me- na/
qe-φ-no-me- ηο/",,,,,,γεγινωμένα/ γεγινωμένος/ γεγινωτός (>δινωτός),,,,,,,,geginomena/ geginomenos/ geginotos (>dinotos),,,,,made by twisting,
,,,,qe-qi-no-to,,,,,,,,,,,,,,,,,,,,
§bϊ,,,,qe-ra-na,,,,,,κέρνα/κεράνα;,,,,,,,,kerna/kerana?,,,,,type of pot (ewer),
§b\D,,,,". .
qe-ra-sι-Ja",,,,,,Κερασία (>Θηρασία),,,,,,,,Kerasia (>Therasia),,,,,goddess's name/epithet of Artemis?,
§fffiΊ,,,,qe-re-ti-ri-jo,,,,,,βλητρίω (δυικ.) (>βλήτρον),,,,,,,,vleitrio (dual) (>vleitron),,,,,a band or hoop (of ships),
§[1Χ1,,,,qe-ta-ra-je-u,,,,,,Κετραγεύς,,,,,,,,Ketrayeus,,,,,personal name,
§[Δ,,,,qe-ta-wo,,,,,,ΚέταFος,,,,,,,,Ketavos,,,,,personal name,
§=-l=-Ί1,,,,qe-te-a/ qe-te-a2/ qe-te-(j)o,,,,,,(>τέλθος;),,,,,,,,(>telthos?),,,,,due (to the gods?) (>τέλθος= debt/ payment due),
§ί,,,,qe-to,,,,,,(>πίθος),,,,,,,,(>pithos),,,,,a kind of pot,
@ί+,,,,qe-to-ro-,,,,,,πετρο- (>τετρα-),,,,,,,,petro- (>tetra-),,,,,tetra-,
@ +m,,,,qe-to-ro-po-pi,,,,,,πετροπόφι/ τετροπόφι,,,,,,,,petropophi/ tetropophi,,,,,"with four legs, cattle",
§12,,,,qe-to-ro-we,,,,,,πετρώFεις/ τετρώFεις,,,,,,,,petrofeis/ tetrofeis,,,,,with four 'ears/' handles,
1\DA,,,,qi-si-pe(-e),,,,,,ξίφεε (δυικ.) (ξίφη),,,,,,,,qsiphee (dual) (qsiphe),,,,,swords,
m,,,,qo-o,,,,,,κr όος (>βούς),,,,,,,,qwoos (> vous),,,,,Οχ,
τ+r+,,,,qo-ro-mu-ro,,,,,,Βρώμυλος,,,,,,,,Vromylos,,,,,place name,
Tf ffib,,,,"qo-u-ka-ra/
qo-u-ka-ra-o-i",,,,,,βούκαρα (>βουκρανία),,,,,,,,"voukara
(>voukrania)",,,,,bull head (βους= οχ+ κάρα= head),
τrcr+,,,,qo-u-ko-ro,,,,,,βουκόλος,,,,,,,,voukolos,,,,,"shepherd, cattle-",
,,,,,,,,,,,,,,,,,,,,,,,driver,
τrτc,,,,qo-u-qo-ta,,,,,,βουβότας,,,,,,,,vouvotas,,,,,"shepherd, pastor",
Ί&Ώ,,,,". .
qo-wι-Ja",,,,,,κόρFια (>κουρήια),,,,,,,,korfia (>koureia),,,,,divine (see also 'korfa'),
,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,ra-e-Ja,,,,,,λαεία (λάας),,,,,,,,laheia (laas),,,,,made of stone,
bD,,,,ra-Ja,,,,,,Ραία,,,,,,,,Raia,,,,,place name,
bm VYΊ,,,,"ra-ke-da-mi-ni-
JO",,,,,,Λακεδάμνιος (>Λακεδαιμόνιος),,,,,,,,"Lakedamnios
(>Lakedemonios)",,,,,"ethnic name of
'>Lacedaemon'",
bffii,,,,ra-ke-u,,,,,,Λαχεύς,,,,,,,,Laheus,,,,,personal name,
b+,,,,"ra-ku-ro/
ra-ku-ro-jo",,,,,,Λάχυρος,,,,,,,,Lahyros,,,,,personal name,
bVYD,,,,"ra-m     . .
1-n1-Ja",,,,,,Λάμνιαι (>Λήμνιαι),,,,,,,,Lamniai (>Lemniai),,,,,"ethnic name of
'>Lemnos?' (fem.)",
b+YCΨ,,,,ra-pa-sa-ko,,,,,,Λάμψακος,,,,,,,,Lampsakos,,,,,personal name,
b+iis,,,,ra-pa-to (me- ηο),,,,,,Λάπατος/ Λάπανδος,,,,,,,,Lapatos/Lapandos,,,,,('Λαπάτω   μηνός'= in the month of Lapatos),
